measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Mauritius,Male,Age-standardized,All causes,Rate,2009,966.8427017,997.0729837,939.6938999
Deaths,Mauritius,Female,Age-standardized,All causes,Rate,2009,585.2417635,608.9370871,562.7777387
Deaths,New Zealand,Male,Age-standardized,Hypertensive heart disease,Rate,2009,2.196668071,3.320616056,1.875754017
Deaths,New Zealand,Female,Age-standardized,Hypertensive heart disease,Rate,2009,2.918522398,4.026107564,2.289478348
Deaths,Kuwait,Male,Age-standardized,All causes,Rate,2019,513.346813,610.5729363,431.6913947
Deaths,Kuwait,Female,Age-standardized,All causes,Rate,2019,326.0320574,379.6516685,282.9787965
Deaths,Nicaragua,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,23.39145072,28.49090697,18.36701926
Deaths,Nicaragua,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,17.2311538,20.17737854,14.28216487
Deaths,Nicaragua,Male,Age-standardized,Hypertensive heart disease,Rate,2019,19.769286,24.23120477,14.60587956
Deaths,Nicaragua,Female,Age-standardized,Hypertensive heart disease,Rate,2019,18.02872607,21.43629735,13.87191234
Deaths,Lithuania,Male,Age-standardized,All causes,Rate,2009,1182.957124,1203.945645,1162.200503
Deaths,Lithuania,Female,Age-standardized,All causes,Rate,2009,578.856624,594.0572982,564.0225556
Deaths,Brazil,Male,Age-standardized,All causes,Rate,2019,787.6375475,817.145705,761.4466376
Deaths,Brazil,Female,Age-standardized,All causes,Rate,2019,500.690518,519.5751379,483.3791724
Deaths,Jordan,Male,Age-standardized,Ischemic stroke,Rate,2019,53.28623431,67.01016797,37.78976513
Deaths,Jordan,Female,Age-standardized,Ischemic stroke,Rate,2019,66.34913624,80.03393022,53.26968942
Deaths,Jordan,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,14.70477445,18.7724441,10.8044684
Deaths,Jordan,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,15.88594113,19.78453009,12.53245253
Deaths,Jordan,Male,Age-standardized,Hypertensive heart disease,Rate,2019,34.35008522,44.58105833,20.10448192
Deaths,Jordan,Female,Age-standardized,Hypertensive heart disease,Rate,2019,46.42671472,58.56407899,28.30887322
Deaths,Poland,Male,Age-standardized,Ischemic heart disease,Rate,2019,174.6846396,211.1520404,142.2491859
Deaths,Poland,Female,Age-standardized,Ischemic heart disease,Rate,2019,98.90729706,120.1808719,78.99157543
Deaths,Poland,Male,Age-standardized,Ischemic stroke,Rate,2019,45.20561105,54.37493583,36.33335194
Deaths,Poland,Female,Age-standardized,Ischemic stroke,Rate,2019,40.28291356,48.75919234,31.60703889
Deaths,Poland,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,18.7739717,23.50052739,14.7967
Deaths,Poland,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,10.27734142,12.59958602,8.150991022
Deaths,Uzbekistan,Male,Age-standardized,Ischemic heart disease,Rate,2009,897.1808733,930.5766952,859.306795
Deaths,Uzbekistan,Female,Age-standardized,Ischemic heart disease,Rate,2009,708.1828728,735.9866051,672.022951
Deaths,Uzbekistan,Male,Age-standardized,Ischemic stroke,Rate,2009,138.3014766,147.5452901,128.8416717
Deaths,Uzbekistan,Female,Age-standardized,Ischemic stroke,Rate,2009,111.1802699,118.5293593,103.6180738
Deaths,Uzbekistan,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,137.9384701,147.7438553,128.7396823
Deaths,Uzbekistan,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,123.7932002,130.7445934,115.8005737
Deaths,United States of America,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,12.25180474,13.06751658,11.52851749
Deaths,United States of America,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,9.380788298,10.10329201,8.523868289
Deaths,United States of America,Male,Age-standardized,Hypertensive heart disease,Rate,2009,9.480927546,10.06489007,5.601889671
Deaths,United States of America,Female,Age-standardized,Hypertensive heart disease,Rate,2009,7.374621273,8.004760458,4.944536891
Deaths,Serbia,Male,Age-standardized,Ischemic heart disease,Rate,2009,260.9473981,274.3293395,243.4677681
Deaths,Serbia,Female,Age-standardized,Ischemic heart disease,Rate,2009,218.96584,231.9970914,203.6291536
Deaths,Serbia,Male,Age-standardized,Ischemic stroke,Rate,2009,159.9615266,170.5705065,148.5923146
Deaths,Serbia,Female,Age-standardized,Ischemic stroke,Rate,2009,178.0357516,188.7964192,166.1317148
Deaths,Serbia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,42.70792872,46.86523197,39.11243055
Deaths,Serbia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,38.60523747,41.93016808,35.2778666
Deaths,Serbia,Male,Age-standardized,Hypertensive heart disease,Rate,2009,21.92574635,24.19979418,15.86253533
Deaths,Serbia,Female,Age-standardized,Hypertensive heart disease,Rate,2009,31.67065636,35.5177008,20.28637318
Deaths,Romania,Male,Age-standardized,All causes,Rate,2019,916.0876814,1068.082871,781.2547538
Deaths,Romania,Female,Age-standardized,All causes,Rate,2019,554.2053208,644.2846709,475.2460417
Deaths,Poland,Male,Age-standardized,All causes,Rate,2019,782.7330107,951.0071089,642.0644829
Deaths,Poland,Female,Age-standardized,All causes,Rate,2019,432.4525206,521.4492579,357.1151091
Deaths,Cambodia,Male,Age-standardized,All causes,Rate,2019,1223.235981,1348.049695,1033.414616
Deaths,Cambodia,Female,Age-standardized,All causes,Rate,2019,858.2117663,949.7422586,741.3959308
Deaths,Brazil,Male,Age-standardized,Ischemic heart disease,Rate,2019,95.58754584,101.3197688,87.65368761
Deaths,Brazil,Female,Age-standardized,Ischemic heart disease,Rate,2019,57.92780026,62.60057112,51.01024929
Deaths,Eritrea,Male,Age-standardized,All causes,Rate,2019,1611.724152,1924.716773,1378.348653
Deaths,Eritrea,Female,Age-standardized,All causes,Rate,2019,1183.654427,1504.363307,962.6342418
Deaths,Ireland,Male,Age-standardized,All causes,Rate,2019,512.9505003,531.4858042,495.8858691
Deaths,Ireland,Female,Age-standardized,All causes,Rate,2019,361.143505,373.7145043,349.5740475
Deaths,Central African Republic,Male,Age-standardized,Ischemic stroke,Rate,2009,54.71902219,84.25406309,36.02074961
Deaths,Central African Republic,Female,Age-standardized,Ischemic stroke,Rate,2009,52.36389669,79.05725852,29.69171207
Deaths,Eswatini,Male,Age-standardized,Ischemic heart disease,Rate,2019,149.8274151,188.2336684,118.0292549
Deaths,Eswatini,Female,Age-standardized,Ischemic heart disease,Rate,2019,99.68638354,139.8161819,65.91851058
Deaths,Eswatini,Male,Age-standardized,Ischemic stroke,Rate,2019,72.26530437,89.11033681,57.5509544
Deaths,Eswatini,Female,Age-standardized,Ischemic stroke,Rate,2019,67.62772685,90.83856645,47.62328953
Deaths,Eswatini,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,76.07031973,98.872205,57.82462578
Deaths,Eswatini,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,54.06367516,77.21350856,34.77124253
Deaths,Eswatini,Male,Age-standardized,Hypertensive heart disease,Rate,2019,52.11454803,83.69853547,29.44272356
Deaths,Eswatini,Female,Age-standardized,Hypertensive heart disease,Rate,2019,48.21052472,70.43315998,30.11343027
Deaths,United States of America,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,11.92360886,12.95715995,11.03846131
Deaths,United States of America,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,8.965098297,9.882819248,8.130305376
Deaths,United States of America,Male,Age-standardized,Hypertensive heart disease,Rate,2019,10.28064862,11.10758398,5.702756439
Deaths,United States of America,Female,Age-standardized,Hypertensive heart disease,Rate,2019,7.671450371,8.444136222,4.839185197
Deaths,China,Male,Age-standardized,Ischemic heart disease,Rate,2009,160.0667327,173.7125843,146.7007368
Deaths,China,Female,Age-standardized,Ischemic heart disease,Rate,2009,101.4753585,112.0366209,89.86935574
Deaths,Grenada,Male,Age-standardized,Ischemic heart disease,Rate,2019,132.6472326,143.862092,122.1844775
Deaths,Grenada,Female,Age-standardized,Ischemic heart disease,Rate,2019,85.38606428,94.51968088,75.73070405
Deaths,Grenada,Male,Age-standardized,Ischemic stroke,Rate,2019,52.45350988,59.18260581,45.66476175
Deaths,Grenada,Female,Age-standardized,Ischemic stroke,Rate,2019,58.13227444,65.17066384,49.94747448
Deaths,Grenada,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,38.13757695,43.15691669,33.66556739
Deaths,Grenada,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,26.78484451,30.12306284,23.87144201
Deaths,Grenada,Male,Age-standardized,Hypertensive heart disease,Rate,2019,25.88699993,29.76121034,18.67875874
Deaths,Grenada,Female,Age-standardized,Hypertensive heart disease,Rate,2019,26.93511562,31.37999127,19.85484862
Deaths,Lao People's Democratic Republic,Male,Age-standardized,Ischemic heart disease,Rate,2019,186.7254608,227.5594483,149.2580385
Deaths,Lao People's Democratic Republic,Female,Age-standardized,Ischemic heart disease,Rate,2019,139.5669419,164.5652441,115.4418938
Deaths,Lao People's Democratic Republic,Male,Age-standardized,Ischemic stroke,Rate,2019,81.21546527,108.4380192,60.62764074
Deaths,Lao People's Democratic Republic,Female,Age-standardized,Ischemic stroke,Rate,2019,63.72704989,79.25499216,51.29100217
Deaths,Lao People's Democratic Republic,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,101.2311051,131.6957353,77.99285709
Deaths,Lao People's Democratic Republic,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,86.48698988,105.5296065,70.09063934
Deaths,Lao People's Democratic Republic,Male,Age-standardized,Hypertensive heart disease,Rate,2019,26.37366197,41.62335681,11.24858801
Deaths,Lao People's Democratic Republic,Female,Age-standardized,Hypertensive heart disease,Rate,2019,28.7342308,39.75843204,14.20000755
Deaths,Mali,Male,Age-standardized,All causes,Rate,2019,1308.497147,1591.853979,1096.73323
Deaths,Mali,Female,Age-standardized,All causes,Rate,2019,1237.858431,1467.021195,1076.256305
Deaths,Fiji,Male,Age-standardized,Hypertensive heart disease,Rate,2019,33.01372244,41.9403467,25.58442901
Deaths,Fiji,Female,Age-standardized,Hypertensive heart disease,Rate,2019,28.34613897,37.05356221,21.76453065
Deaths,Lao People's Democratic Republic,Male,Age-standardized,All causes,Rate,2019,1194.539506,1384.251976,999.4660938
Deaths,Lao People's Democratic Republic,Female,Age-standardized,All causes,Rate,2019,894.7425256,1035.237651,770.2324208
Deaths,Nepal,Male,Age-standardized,All causes,Rate,2019,1087.647126,1192.386624,918.4311708
Deaths,Nepal,Female,Age-standardized,All causes,Rate,2019,845.3792733,926.8738686,739.7652058
Deaths,Cambodia,Male,Age-standardized,Ischemic heart disease,Rate,2019,155.562402,184.5278253,126.0482488
Deaths,Cambodia,Female,Age-standardized,Ischemic heart disease,Rate,2019,93.88501695,118.6872679,73.76780432
Deaths,Eswatini,Male,Age-standardized,All causes,Rate,2019,2252.979884,2650.291245,1978.167796
Deaths,Eswatini,Female,Age-standardized,All causes,Rate,2019,1281.257578,1627.362801,966.4601155
Deaths,Romania,Male,Age-standardized,Ischemic heart disease,Rate,2019,219.8728367,257.8986232,187.4353288
Deaths,Romania,Female,Age-standardized,Ischemic heart disease,Rate,2019,143.5419299,166.9166953,119.7113804
Deaths,Namibia,Male,Age-standardized,Ischemic heart disease,Rate,2019,152.9785055,184.1333927,124.1834333
Deaths,Namibia,Female,Age-standardized,Ischemic heart disease,Rate,2019,87.95446051,113.0143891,65.84760409
Deaths,Liberia,Male,Age-standardized,All causes,Rate,2019,1165.757449,1376.07851,1018.906636
Deaths,Liberia,Female,Age-standardized,All causes,Rate,2019,1077.386599,1265.52361,948.1354956
Deaths,Brazil,Male,Age-standardized,Ischemic stroke,Rate,2019,40.69561174,43.78227759,36.02078661
Deaths,Brazil,Female,Age-standardized,Ischemic stroke,Rate,2019,28.72634263,31.66077582,24.45343618
Deaths,Brazil,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,22.77028501,24.35727653,20.84611175
Deaths,Brazil,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,15.21124183,16.36243582,13.70191587
Deaths,Namibia,Male,Age-standardized,All causes,Rate,2019,1572.105443,1826.345082,1369.813173
Deaths,Namibia,Female,Age-standardized,All causes,Rate,2019,969.983152,1192.854239,804.0669178
Deaths,Nepal,Male,Age-standardized,Ischemic heart disease,Rate,2019,173.6770123,213.0580761,133.4277171
Deaths,Nepal,Female,Age-standardized,Ischemic heart disease,Rate,2019,80.1382286,104.7514404,57.24064524
Deaths,Nepal,Male,Age-standardized,Ischemic stroke,Rate,2019,46.82743626,70.73775339,32.36453954
Deaths,Nepal,Female,Age-standardized,Ischemic stroke,Rate,2019,26.16177119,35.71669571,18.31207205
Deaths,Nepal,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,43.44745341,59.18524831,30.37016246
Deaths,Nepal,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,33.59534398,47.90714494,21.89312381
Deaths,El Salvador,Male,Age-standardized,All causes,Rate,2009,921.124551,938.1219727,905.7747069
Deaths,El Salvador,Female,Age-standardized,All causes,Rate,2009,519.5479742,532.2566602,508.4245667
Deaths,Liberia,Male,Age-standardized,Ischemic heart disease,Rate,2019,116.298932,148.6285693,89.74949618
Deaths,Liberia,Female,Age-standardized,Ischemic heart disease,Rate,2019,118.4600117,152.442073,91.64358876
Deaths,Liberia,Male,Age-standardized,Ischemic stroke,Rate,2019,31.8518013,44.6275539,23.08889813
Deaths,Liberia,Female,Age-standardized,Ischemic stroke,Rate,2019,36.77672901,47.84974853,27.98573224
Deaths,Liberia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,55.67058468,76.81210773,40.63177616
Deaths,Liberia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,61.18073061,79.71227499,44.72758757
Deaths,Liberia,Male,Age-standardized,Hypertensive heart disease,Rate,2019,14.46579451,26.83862254,6.936308899
Deaths,Liberia,Female,Age-standardized,Hypertensive heart disease,Rate,2019,27.5898658,41.46894716,14.21395419
Deaths,Mali,Male,Age-standardized,Ischemic heart disease,Rate,2019,109.7978184,143.8694163,82.43885108
Deaths,Mali,Female,Age-standardized,Ischemic heart disease,Rate,2019,122.9148703,151.2054408,97.59388047
Deaths,Mali,Male,Age-standardized,Ischemic stroke,Rate,2019,31.39362704,42.95591534,21.53234023
Deaths,Mali,Female,Age-standardized,Ischemic stroke,Rate,2019,40.35272208,50.70373095,30.96343378
Deaths,Mali,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,65.97888495,84.64220007,49.06254314
Deaths,Mali,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,77.07626711,97.02092468,57.32507344
Deaths,Jamaica,Male,Age-standardized,Ischemic heart disease,Rate,2019,73.45065624,88.11868278,59.6523998
Deaths,Jamaica,Female,Age-standardized,Ischemic heart disease,Rate,2019,55.65372651,66.99658616,45.09368561
Deaths,Jamaica,Male,Age-standardized,Ischemic stroke,Rate,2019,46.10146157,55.84423152,36.96955878
Deaths,Jamaica,Female,Age-standardized,Ischemic stroke,Rate,2019,49.25412987,58.71854627,39.69309868
Deaths,Jamaica,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,40.66342664,51.22273259,31.96734126
Deaths,Jamaica,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,31.87174604,39.35207537,25.8220909
Deaths,Jamaica,Male,Age-standardized,Hypertensive heart disease,Rate,2019,25.23129717,32.60137994,19.78248124
Deaths,Jamaica,Female,Age-standardized,Hypertensive heart disease,Rate,2019,23.05416251,30.38821843,17.86328425
Deaths,Uzbekistan,Male,Age-standardized,Hypertensive heart disease,Rate,2009,26.7913085,36.22699831,18.27497907
Deaths,Uzbekistan,Female,Age-standardized,Hypertensive heart disease,Rate,2009,25.18332418,37.67922099,13.62683044
Deaths,El Salvador,Male,Age-standardized,Ischemic heart disease,Rate,2009,129.8712741,138.2050002,119.0513156
Deaths,El Salvador,Female,Age-standardized,Ischemic heart disease,Rate,2009,85.49442705,92.63756215,74.74166609
Deaths,Andorra,Male,Age-standardized,All causes,Rate,2019,519.0185048,622.0212149,426.3380121
Deaths,Andorra,Female,Age-standardized,All causes,Rate,2019,321.3554365,406.6497143,247.260217
Deaths,Italy,Male,Age-standardized,All causes,Rate,2009,559.0248625,561.8471885,556.3135217
Deaths,Italy,Female,Age-standardized,All causes,Rate,2009,347.960207,349.937188,345.9271547
Deaths,Benin,Male,Age-standardized,Ischemic heart disease,Rate,2019,124.4803369,154.7074574,98.4930612
Deaths,Benin,Female,Age-standardized,Ischemic heart disease,Rate,2019,103.3665059,125.6062876,84.38447816
Deaths,Chile,Male,Age-standardized,All causes,Rate,2019,590.0670226,609.747814,572.3894465
Deaths,Chile,Female,Age-standardized,All causes,Rate,2019,403.3887699,416.4580923,391.6311204
Deaths,Micronesia (Federated States of),Male,Age-standardized,All causes,Rate,2009,1643.83759,1848.315869,1435.718126
Deaths,Micronesia (Federated States of),Female,Age-standardized,All causes,Rate,2009,1299.204292,1466.741457,1134.586326
Deaths,Monaco,Male,Age-standardized,Hypertensive heart disease,Rate,2009,5.976388455,7.626646278,4.668411331
Deaths,Monaco,Female,Age-standardized,Hypertensive heart disease,Rate,2009,6.506331943,8.399641225,4.732044976
Deaths,Namibia,Male,Age-standardized,Ischemic stroke,Rate,2019,78.42731557,95.66624194,60.94341491
Deaths,Namibia,Female,Age-standardized,Ischemic stroke,Rate,2019,62.49363257,78.66952414,48.65442409
Deaths,Namibia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,66.59826323,82.94773871,52.50287406
Deaths,Namibia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,49.56573067,66.63022927,36.09896897
Deaths,Namibia,Male,Age-standardized,Hypertensive heart disease,Rate,2019,34.49500057,50.24950607,19.5455294
Deaths,Namibia,Female,Age-standardized,Hypertensive heart disease,Rate,2019,44.12308182,63.02175626,30.68438893
Deaths,Benin,Male,Age-standardized,Ischemic stroke,Rate,2019,40.50137111,51.06280625,30.91188984
Deaths,Benin,Female,Age-standardized,Ischemic stroke,Rate,2019,42.0498319,52.10412008,33.4366487
Deaths,Benin,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,80.57679662,102.4663088,62.27971243
Deaths,Benin,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,68.89632783,85.9524888,54.69570116
Deaths,Benin,Male,Age-standardized,Hypertensive heart disease,Rate,2019,14.77183897,24.12890138,7.985456746
Deaths,Benin,Female,Age-standardized,Hypertensive heart disease,Rate,2019,26.17432352,34.98039681,15.17446593
Deaths,Mexico,Male,Age-standardized,All causes,Rate,2019,784.0184694,926.0310334,661.6219047
Deaths,Mexico,Female,Age-standardized,All causes,Rate,2019,549.562534,637.4854998,472.6875824
Deaths,Republic of Korea,Male,Age-standardized,Hypertensive heart disease,Rate,2019,4.381139507,6.25808343,3.422447315
Deaths,Republic of Korea,Female,Age-standardized,Hypertensive heart disease,Rate,2019,7.523842564,9.394955668,5.545001087
Deaths,Mauritius,Male,Age-standardized,Ischemic heart disease,Rate,2009,175.3004383,184.5891127,164.8956313
Deaths,Mauritius,Female,Age-standardized,Ischemic heart disease,Rate,2009,94.62224549,102.241834,84.27891007
Deaths,Mauritius,Male,Age-standardized,Ischemic stroke,Rate,2009,53.99938759,57.80100873,49.38536122
Deaths,Mauritius,Female,Age-standardized,Ischemic stroke,Rate,2009,37.71487862,41.37739911,32.54100051
Deaths,Mauritius,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,35.60148313,38.39032068,33.07119643
Deaths,Mauritius,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,16.63813489,18.09927787,14.98924987
Deaths,Mauritius,Male,Age-standardized,Hypertensive heart disease,Rate,2009,27.94041361,32.08591639,22.42722456
Deaths,Mauritius,Female,Age-standardized,Hypertensive heart disease,Rate,2009,23.09935417,26.32448482,18.19425123
Deaths,Morocco,Male,Age-standardized,All causes,Rate,2019,934.4287145,1030.725494,764.8545511
Deaths,Morocco,Female,Age-standardized,All causes,Rate,2019,771.4610328,868.4290292,659.7302794
Deaths,Greece,Male,Age-standardized,All causes,Rate,2019,564.3050358,579.2814954,550.6950277
Deaths,Greece,Female,Age-standardized,All causes,Rate,2019,393.119684,402.8673153,384.288602
Deaths,Morocco,Male,Age-standardized,Ischemic heart disease,Rate,2019,314.0105455,366.7456228,247.6848838
Deaths,Morocco,Female,Age-standardized,Ischemic heart disease,Rate,2019,244.1604743,287.7214315,199.3632169
Deaths,Fiji,Male,Age-standardized,Hypertensive heart disease,Rate,2009,32.04163548,36.41099913,27.51005239
Deaths,Fiji,Female,Age-standardized,Hypertensive heart disease,Rate,2009,32.59171129,37.20614494,27.46857267
Deaths,Trinidad and Tobago,Male,Age-standardized,All causes,Rate,2009,914.3592118,945.1977174,885.1898415
Deaths,Trinidad and Tobago,Female,Age-standardized,All causes,Rate,2009,613.469707,636.8671555,592.3633587
Deaths,Lebanon,Male,Age-standardized,All causes,Rate,2019,820.6859117,900.3501486,739.5378319
Deaths,Lebanon,Female,Age-standardized,All causes,Rate,2019,536.8443565,585.6391299,494.7435308
Deaths,Sudan,Male,Age-standardized,All causes,Rate,2009,1192.78641,1400.668199,994.9887255
Deaths,Sudan,Female,Age-standardized,All causes,Rate,2009,953.1180278,1098.953237,824.6805904
Deaths,Kazakhstan,Male,Age-standardized,Ischemic heart disease,Rate,2019,313.3162568,354.3211644,266.2377857
Deaths,Kazakhstan,Female,Age-standardized,Ischemic heart disease,Rate,2019,210.1222655,236.2844331,183.2862339
Deaths,Kazakhstan,Male,Age-standardized,Ischemic stroke,Rate,2019,121.7159596,139.5554246,104.8273895
Deaths,Kazakhstan,Female,Age-standardized,Ischemic stroke,Rate,2019,94.39678975,107.7745324,80.70136184
Deaths,Kazakhstan,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,65.79084085,76.84180201,54.87894742
Deaths,Kazakhstan,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,48.40410253,55.59557552,41.4538636
Deaths,Kazakhstan,Male,Age-standardized,Hypertensive heart disease,Rate,2019,16.11741314,32.26284148,12.45085074
Deaths,Kazakhstan,Female,Age-standardized,Hypertensive heart disease,Rate,2019,12.342235,27.41973922,9.572039331
Deaths,Haiti,Male,Age-standardized,Ischemic heart disease,Rate,2019,199.0280086,267.436962,146.8541108
Deaths,Haiti,Female,Age-standardized,Ischemic heart disease,Rate,2019,193.3636489,276.6856689,127.0173186
Deaths,Haiti,Male,Age-standardized,Ischemic stroke,Rate,2019,61.80466004,104.2281376,40.43262982
Deaths,Haiti,Female,Age-standardized,Ischemic stroke,Rate,2019,91.87364057,131.9674034,58.44936978
Deaths,Haiti,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,70.62003906,103.8153947,47.00397568
Deaths,Haiti,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,84.81139512,126.4253552,51.67508251
Deaths,Mexico,Male,Age-standardized,Ischemic heart disease,Rate,2019,118.6086405,142.9919517,97.92872453
Deaths,Mexico,Female,Age-standardized,Ischemic heart disease,Rate,2019,83.80099396,98.50519376,69.72188706
Deaths,Mexico,Male,Age-standardized,Ischemic stroke,Rate,2019,20.32707026,24.31025686,16.60543308
Deaths,Mexico,Female,Age-standardized,Ischemic stroke,Rate,2019,18.96561292,22.67550317,15.55788985
Deaths,Mexico,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,13.3123827,16.13645568,10.78961106
Deaths,Mexico,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,10.29935452,12.39529219,8.510516413
Deaths,Mexico,Male,Age-standardized,Hypertensive heart disease,Rate,2019,7.331860128,9.050008236,5.471569577
Deaths,Mexico,Female,Age-standardized,Hypertensive heart disease,Rate,2019,9.937219075,12.10974021,7.022386365
Deaths,Slovakia,Male,Age-standardized,All causes,Rate,2019,799.5474212,970.4089447,654.6592039
Deaths,Slovakia,Female,Age-standardized,All causes,Rate,2019,490.1103643,591.3147092,404.5537463
Deaths,Bahamas,Male,Age-standardized,All causes,Rate,2019,944.9576175,1120.189173,806.8191538
Deaths,Bahamas,Female,Age-standardized,All causes,Rate,2019,602.1705132,714.8859132,516.1659542
Deaths,Mexico,Male,Age-standardized,All causes,Rate,2009,774.5594218,782.6492501,767.1408372
Deaths,Mexico,Female,Age-standardized,All causes,Rate,2009,575.6667132,582.1547296,570.0065637
Deaths,Chile,Male,Age-standardized,Ischemic heart disease,Rate,2019,65.6129548,70.10653757,60.04461207
Deaths,Chile,Female,Age-standardized,Ischemic heart disease,Rate,2019,37.58700916,41.2369501,32.44836408
Deaths,Nauru,Male,Age-standardized,All causes,Rate,2009,2089.134028,2391.620178,1796.770835
Deaths,Nauru,Female,Age-standardized,All causes,Rate,2009,1546.24603,1775.023607,1335.088536
Deaths,Slovakia,Male,Age-standardized,Ischemic heart disease,Rate,2019,241.6350552,290.9286971,196.2408907
Deaths,Slovakia,Female,Age-standardized,Ischemic heart disease,Rate,2019,166.753022,201.3396413,134.086122
Deaths,Slovakia,Male,Age-standardized,Ischemic stroke,Rate,2019,53.66118901,65.35887596,43.1507528
Deaths,Slovakia,Female,Age-standardized,Ischemic stroke,Rate,2019,42.49860926,51.70051538,33.44470565
Deaths,Slovakia,Male,Age-standardized,Intracerebral hemorrhage,Rate,2019,18.04453366,22.82928501,13.79826985
Deaths,Slovakia,Female,Age-standardized,Intracerebral hemorrhage,Rate,2019,11.31198526,14.14611017,8.856558621
Deaths,Slovakia,Male,Age-standardized,Hypertensive heart disease,Rate,2019,13.13362677,16.74026102,8.893626063
Deaths,Slovakia,Female,Age-standardized,Hypertensive heart disease,Rate,2019,11.33678394,14.59657831,7.764500655
Deaths,United States of America,Male,Age-standardized,All causes,Rate,2009,653.0839999,654.7007274,651.5046052
Deaths,United States of America,Female,Age-standardized,All causes,Rate,2009,451.1401792,452.3730505,449.8795438
Deaths,Bahamas,Male,Age-standardized,Ischemic heart disease,Rate,2019,120.221436,144.9583777,100.4414178
Deaths,Bahamas,Female,Age-standardized,Ischemic heart disease,Rate,2019,69.96314365,84.11513982,57.2460829
Deaths,Bahamas,Male,Age-standardized,Ischemic stroke,Rate,2019,29.60227423,35.10823563,24.43649895
Deaths,Bahamas,Female,Age-standardized,Ischemic stroke,Rate,2019,31.47654743,37.49327521,25.67325371
Deaths,Suriname,Male,Age-standardized,Hypertensive heart disease,Rate,2019,21.52039061,27.24567518,16.31565467
Deaths,Suriname,Female,Age-standardized,Hypertensive heart disease,Rate,2019,22.9413499,28.59009275,17.17525123
Deaths,Mali,Male,Age-standardized,Hypertensive heart disease,Rate,2019,12.25468439,17.54463552,7.76684892
Deaths,Mali,Female,Age-standardized,Hypertensive heart disease,Rate,2019,31.83963344,43.40091345,15.46273173
Deaths,Mexico,Male,Age-standardized,Ischemic heart disease,Rate,2009,110.8876717,115.3301591,102.4426534
Deaths,Mexico,Female,Age-standardized,Ischemic heart disease,Rate,2009,81.74553405,86.08423535,73.10510833
Deaths,Mexico,Male,Age-standardized,Ischemic stroke,Rate,2009,22.36955902,23.57602801,20.16459537
Deaths,Mexico,Female,Age-standardized,Ischemic stroke,Rate,2009,21.47105371,22.79835035,19.04291589
Deaths,Mexico,Male,Age-standardized,Intracerebral hemorrhage,Rate,2009,14.55110498,15.2771726,13.67765997
Deaths,Mexico,Female,Age-standardized,Intracerebral hemorrhage,Rate,2009,12.82280626,13.38920182,11.94591796
Deaths,Mexico,Male,Age-standardized,Hypertensive heart disease,Rate,2009,7.122186986,7.882829938,5.401067081
Deaths,Mexico,Female,Age-standardized,Hypertensive heart disease,Rate,2009,10.17085264,11.0709666,7.157835145
Deaths,Micronesia (Federated States of),Male,Age-standardized,Ischemic heart disease,Rate,2009,338.1199671,417.0697657,272.4993094
